term_code,class_nbr,meeting_seq,component,section_code,days,start_time,end_time,period_raw,room_code,room_name,meeting_dates_raw,instructor,source_snapshot_id,captured_at
2420,5559,8,TUT,-T04,We,10:30AM,11:15AM,We 10:30AM - 11:15AM,ERB_703,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor WU Ke Li,2026-08-15T00-47-47+08-00,
2420,5559,9,TUT,-T05,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor WU Ke Li,2026-08-15T00-47-47+08-00,
2420,5004,1,LEC,-,Mo,04:30PM,06:15PM,Mo 04:30PM - 06:15PM,ERB_712,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor GAO Shichang,2026-08-15T00-47-47+08-00,
2420,5004,2,LEC,-,Mo,04:30PM,06:15PM,Mo 04:30PM - 06:15PM,ERB_712,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor GAO Shichang,2026-08-15T00-47-47+08-00,
2420,5004,3,LEC,-,Tu,12:30PM,01:15PM,Tu 12:30PM - 01:15PM,ERB_713,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor GAO Shichang,2026-08-15T00-47-47+08-00,
2420,5004,4,TUT,-T01,Tu,01:30PM,02:15PM,Tu 01:30PM - 02:15PM,ERB_713,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor GAO Shichang,2026-08-15T00-47-47+08-00,
2420,5004,5,TUT,-T03,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor GAO Shichang,2026-08-15T00-47-47+08-00,
2420,5247,1,LEC,-,Mo,01:30PM,02:15PM,Mo 01:30PM - 02:15PM,NAH_11,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor SHU Ching Tat Chester,2026-08-15T00-47-47+08-00,
2420,5247,2,LEC,-,Mo,01:30PM,02:15PM,Mo 01:30PM - 02:15PM,NAH_11,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor SHU Ching Tat Chester,2026-08-15T00-47-47+08-00,
2420,5247,3,LEC,-,We,02:30PM,04:15PM,We 02:30PM - 04:15PM,NAH_11,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor SHU Ching Tat Chester,2026-08-15T00-47-47+08-00,
2420,5247,4,TUT,-T01,Mo,02:30PM,03:15PM,Mo 02:30PM - 03:15PM,NAH_11,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor SHU Ching Tat Chester,2026-08-15T00-47-47+08-00,
2420,5247,5,TUT,-T01,Mo,02:30PM,03:15PM,Mo 02:30PM - 03:15PM,NAH_11,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor SHU Ching Tat Chester,2026-08-15T00-47-47+08-00,
2420,5247,6,TUT,-T02,Mo,02:30PM,03:15PM,Mo 02:30PM - 03:15PM,LSB_LT4,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor SHU Ching Tat Chester,2026-08-15T00-47-47+08-00,
2420,5247,7,TUT,-T02,Mo,02:30PM,03:15PM,Mo 02:30PM - 03:15PM,LSB_LT4,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor SHU Ching Tat Chester,2026-08-15T00-47-47+08-00,
2420,5247,8,TUT,-T03,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor SHU Ching Tat Chester,2026-08-15T00-47-47+08-00,
2420,9359,1,LEC,-,Th,01:30PM,03:15PM,Th 01:30PM - 03:15PM,MMW_707,,"9/10, 9/17, 9/24",- Mr. YIP Kim Fung,2026-08-15T00-47-47+08-00,
2420,9359,2,LEC,-,Th,01:30PM,03:15PM,Th 01:30PM - 03:15PM,MMW_707,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Mr. YIP Kim Fung,2026-08-15T00-47-47+08-00,
2420,9359,3,LAB,-L01,Th,03:30PM,05:15PM,Th 03:30PM - 05:15PM,SHB_231,,"9/10, 9/17, 9/24",- Mr. YIP Kim Fung,2026-08-15T00-47-47+08-00,
2420,9359,4,LAB,-L01,Th,03:30PM,05:15PM,Th 03:30PM - 05:15PM,SHB_231,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Mr. YIP Kim Fung,2026-08-15T00-47-47+08-00,
2420,8057,1,TUT,-T01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Staff,2026-08-15T00-47-47+08-00,
2420,5725,1,LEC,-,Mo,12:30PM,01:15PM,Mo 12:30PM - 01:15PM,SC_LG23,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor LEUNG Ka Nang,2026-08-15T00-47-47+08-00,
2420,5725,2,LEC,-,Mo,12:30PM,01:15PM,Mo 12:30PM - 01:15PM,SC_LG23,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor LEUNG Ka Nang,2026-08-15T00-47-47+08-00,
2420,5725,3,LEC,-,We,12:30PM,02:15PM,We 12:30PM - 02:15PM,MMW_702,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor LEUNG Ka Nang,2026-08-15T00-47-47+08-00,
2420,5725,4,TUT,-T01,Mo,01:30PM,02:15PM,Mo 01:30PM - 02:15PM,SC_LG23,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor LEUNG Ka Nang,2026-08-15T00-47-47+08-00,
2420,5725,5,TUT,-T01,Mo,01:30PM,02:15PM,Mo 01:30PM - 02:15PM,SC_LG23,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor LEUNG Ka Nang,2026-08-15T00-47-47+08-00,
2420,5725,6,TUT,-T02,Mo,01:30PM,02:15PM,Mo 01:30PM - 02:15PM,MMW_706,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor LEUNG Ka Nang,2026-08-15T00-47-47+08-00,
2420,5725,7,TUT,-T02,Mo,01:30PM,02:15PM,Mo 01:30PM - 02:15PM,MMW_706,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor LEUNG Ka Nang,2026-08-15T00-47-47+08-00,
2420,5725,8,TUT,-T03,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor LEUNG Ka Nang,2026-08-15T00-47-47+08-00,
2420,9511,1,LEC,-,We,10:30AM,11:15AM,We 10:30AM - 11:15AM,MMW_703,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor HUANG Chaoran,2026-08-15T00-47-47+08-00,
2420,9511,2,LEC,-,Th,02:30PM,04:15PM,Th 02:30PM - 04:15PM,SC_L5,,"9/10, 9/17, 9/24",- Professor HUANG Chaoran,2026-08-15T00-47-47+08-00,
2420,9511,3,LEC,-,Th,02:30PM,04:15PM,Th 02:30PM - 04:15PM,SC_L5,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Professor HUANG Chaoran,2026-08-15T00-47-47+08-00,
2420,9511,4,LAB,-L01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor HUANG Chaoran,2026-08-15T00-47-47+08-00,
2420,9511,5,TUT,-T01,We,11:30AM,12:15PM,We 11:30AM - 12:15PM,MMW_710,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor HUANG Chaoran,2026-08-15T00-47-47+08-00,
2420,9511,6,TUT,-T02,We,11:30AM,12:15PM,We 11:30AM - 12:15PM,BMS_2,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor HUANG Chaoran,2026-08-15T00-47-47+08-00,
2420,9511,7,TUT,-T03,TBA,,,TBA,TBA,,07/09/2026 - 30/11/2026,- Professor HUANG Chaoran,2026-08-15T00-47-47+08-00,
2420,9510,1,LEC,-,Mo,10:30AM,12:15PM,Mo 10:30AM - 12:15PM,SC_LG23,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor YUAN Yixuan,2026-08-15T00-47-47+08-00,
2420,9510,2,LEC,-,Mo,10:30AM,12:15PM,Mo 10:30AM - 12:15PM,SC_LG23,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor YUAN Yixuan,2026-08-15T00-47-47+08-00,
2420,9510,3,LEC,-,Tu,01:30PM,02:15PM,Tu 01:30PM - 02:15PM,MMW_702,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor YUAN Yixuan,2026-08-15T00-47-47+08-00,
2420,9510,4,TUT,-T01,Tu,02:30PM,03:15PM,Tu 02:30PM - 03:15PM,MMW_715,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor YUAN Yixuan,2026-08-15T00-47-47+08-00,
2420,9510,5,TUT,-T02,Tu,02:30PM,03:15PM,Tu 02:30PM - 03:15PM,LSK_514,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor YUAN Yixuan,2026-08-15T00-47-47+08-00,
2420,9510,6,TUT,-T03,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor YUAN Yixuan,2026-08-15T00-47-47+08-00,
2420,8901,1,LAB,-L01,Tu,02:30PM,05:15PM,Tu 02:30PM - 05:15PM,SHB_231,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor LAI Jiewen,2026-08-15T00-47-47+08-00,
2420,8901,2,TUT,-T01,Tu,05:30PM,06:15PM,Tu 05:30PM - 06:15PM,SHB_231,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor LAI Jiewen,2026-08-15T00-47-47+08-00,
2420,8624,1,PRJ,AAJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor ZHAO Ni,2026-08-15T00-47-47+08-00,
2420,7881,1,PRJ,BBJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor KONG Qiuqiang,2026-08-15T00-47-47+08-00,
2420,6608,1,PRJ,BCJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor HU Guohua,2026-08-15T00-47-47+08-00,
2420,8058,1,PRJ,BDJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor Thierry Albert Jean Louis BLU,2026-08-15T00-47-47+08-00,
2420,6058,1,PRJ,BEJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor LEUNG Ka Nang,2026-08-15T00-47-47+08-00,
2420,6059,1,PRJ,BFJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor LI Hongsheng,2026-08-15T00-47-47+08-00,
2420,7882,1,PRJ,BGJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor LOH Poh Chiang Andrew,2026-08-15T00-47-47+08-00,
2420,6586,1,PRJ,BHJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor MA Wing Kin,2026-08-15T00-47-47+08-00,
2420,6060,1,PRJ,BIJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor REN Hongliang,2026-08-15T00-47-47+08-00,
2420,6061,1,PRJ,BJJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor PUN Kong Pang,2026-08-15T00-47-47+08-00,
2420,6359,1,PRJ,BKJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor SHU Ching Tat Chester,2026-08-15T00-47-47+08-00,
2420,6062,1,PRJ,BLJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor SUN Xiankai,2026-08-15T00-47-47+08-00,
2420,6459,1,PRJ,BMJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor GAO Shichang,2026-08-15T00-47-47+08-00,
2420,6175,1,PRJ,BNJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor WU Ke Li,2026-08-15T00-47-47+08-00,
2420,6043,1,PRJ,BOJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor XU Jianbin,2026-08-15T00-47-47+08-00,
2420,6531,1,PRJ,BPJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor LI Jizhou,2026-08-15T00-47-47+08-00,
2420,6532,1,PRJ,BQJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor Ady SUWARDI,2026-08-15T00-47-47+08-00,
2420,6112,1,PRJ,BRJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Mr. YIP Kim Fung,2026-08-15T00-47-47+08-00,
2420,6462,1,PRJ,BSJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor HUANG Chaoran,2026-08-15T00-47-47+08-00,
2420,6460,1,PRJ,BTJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor LONG Yi,2026-08-15T00-47-47+08-00,
2420,6461,1,PRJ,BUJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor YUAN Yixuan,2026-08-15T00-47-47+08-00,
2420,6301,1,PRJ,BVJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor Martin STOLTERFOHT,2026-08-15T00-47-47+08-00,
2420,6275,1,PRJ,BXJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor LAI Jiewen,2026-08-15T00-47-47+08-00,
2420,6533,1,PRJ,CAJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor GAO Huxin,2026-08-15T00-47-47+08-00,
2420,8059,1,PRJ,CBJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor WANG Yixiu,2026-08-15T00-47-47+08-00,
2420,8060,1,PRJ,CCJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor XUE Ying,2026-08-15T00-47-47+08-00,
2420,8061,1,PRJ,CDJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor CAI Yuting,2026-08-15T00-47-47+08-00,
2420,7824,1,PRJ,CEJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Staff,2026-08-15T00-47-47+08-00,
2420,7822,1,PRJ,CGJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Staff,2026-08-15T00-47-47+08-00,
2420,7823,1,PRJ,COJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Staff,2026-08-15T00-47-47+08-00,
2420,6534,1,PRJ,AAJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor PUN Kong Pang,2026-08-15T00-47-47+08-00,
2420,6291,1,PRJ,BBJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor YUAN Yixuan,2026-08-15T00-47-47+08-00,
2420,8052,1,PRJ,CCJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor MA Wing Kin,2026-08-15T00-47-47+08-00,
2420,8088,1,PRJ,DDJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Staff,2026-08-15T00-47-47+08-00,
2420,8087,1,PRJ,EEJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Staff,2026-08-15T00-47-47+08-00,
2420,8086,1,PRJ,FFJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Staff,2026-08-15T00-47-47+08-00,
2420,7825,1,PRJ,GGJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Staff,2026-08-15T00-47-47+08-00,
2420,7826,1,PRJ,HHJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Staff,2026-08-15T00-47-47+08-00,
2420,7827,1,PRJ,JJJ1,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Staff,2026-08-15T00-47-47+08-00,
2420,7625,1,LEC,A,We,12:30PM,02:15PM,We 12:30PM - 02:15PM,LSK_210,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor Collier Desha NOGUES,2026-08-15T00-47-47+08-00,
2420,7625,2,TUT,AT01,Tu,01:30PM,02:15PM,Tu 01:30PM - 02:15PM,LSK_308,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor Collier Desha NOGUES,2026-08-15T00-47-47+08-00,
2420,5255,1,LEC,B,We,12:30PM,02:15PM,We 12:30PM - 02:15PM,UCC_111,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Miss Aimee Catherine CHANG,2026-08-15T00-47-47+08-00,
2420,5255,2,TUT,BT01,Tu,01:30PM,02:15PM,Tu 01:30PM - 02:15PM,UCA_312,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Miss Aimee Catherine CHANG,2026-08-15T00-47-47+08-00,
2420,7624,1,LEC,C,We,12:30PM,02:15PM,We 12:30PM - 02:15PM,UCC_201,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Miss Arantxa Alexandra GALVAN,2026-08-15T00-47-47+08-00,
2420,7624,2,TUT,CT01,Tu,01:30PM,02:15PM,Tu 01:30PM - 02:15PM,UCA_111,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Miss Arantxa Alexandra GALVAN,2026-08-15T00-47-47+08-00,
2420,8507,1,LEC,D,We,12:30PM,02:15PM,We 12:30PM - 02:15PM,UCC_207,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Staff,2026-08-15T00-47-47+08-00,
2420,8507,2,TUT,DT01,Tu,01:30PM,02:15PM,Tu 01:30PM - 02:15PM,LSK_212,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Staff,2026-08-15T00-47-47+08-00,
2420,8508,1,LEC,E,We,12:30PM,02:15PM,We 12:30PM - 02:15PM,UCC_206,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Staff,2026-08-15T00-47-47+08-00,
2420,8508,2,TUT,ET01,Tu,01:30PM,02:15PM,Tu 01:30PM - 02:15PM,UCC_111,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Staff,2026-08-15T00-47-47+08-00,
2420,7784,1,LEC,F,We,12:30PM,02:15PM,We 12:30PM - 02:15PM,UCA_111,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Staff,2026-08-15T00-47-47+08-00,
2420,7784,2,TUT,FT01,Tu,01:30PM,02:15PM,Tu 01:30PM - 02:15PM,UCC_110,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Staff,2026-08-15T00-47-47+08-00,
2420,6999,1,LEC,G,We,12:30PM,02:15PM,We 12:30PM - 02:15PM,LHC_101,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Miss Poppy Morgan MILLER,2026-08-15T00-47-47+08-00,
2420,6999,2,TUT,GT01,Tu,01:30PM,02:15PM,Tu 01:30PM - 02:15PM,LDS_214,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Miss Poppy Morgan MILLER,2026-08-15T00-47-47+08-00,
2420,5292,1,LEC,H,We,12:30PM,02:15PM,We 12:30PM - 02:15PM,UCA_312,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Miss CAO Wen Yin,2026-08-15T00-47-47+08-00,
2420,5292,2,TUT,HT01,Tu,01:30PM,02:15PM,Tu 01:30PM - 02:15PM,LSK_301,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Miss CAO Wen Yin,2026-08-15T00-47-47+08-00,
2420,7579,1,LEC,A,We,02:30PM,04:15PM,We 02:30PM - 04:15PM,LSK_308,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7579,2,TUT,AT01,We,04:30PM,05:15PM,We 04:30PM - 05:15PM,LSK_308,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7579,3,TUT,AT02,We,04:30PM,05:15PM,We 04:30PM - 05:15PM,UCC_104,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7579,4,TUT,AT03,We,04:30PM,05:15PM,We 04:30PM - 05:15PM,LSK_303,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7579,5,TUT,AT04,We,05:30PM,06:15PM,We 05:30PM - 06:15PM,LSK_303,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7579,6,TUT,AT05,We,05:30PM,06:15PM,We 05:30PM - 06:15PM,UCC_104,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7579,7,TUT,AT06,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,1,LEC,B,Mo,02:30PM,04:15PM,Mo 02:30PM - 04:15PM,UCC_C5,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,2,LEC,B,Mo,02:30PM,04:15PM,Mo 02:30PM - 04:15PM,UCC_C5,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,3,TUT,BT01,Tu,08:30AM,09:15AM,Tu 08:30AM - 09:15AM,LSK_303,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,4,TUT,BT02,Tu,09:30AM,10:15AM,Tu 09:30AM - 10:15AM,LSK_303,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,5,TUT,BT03,Mo,04:30PM,05:15PM,Mo 04:30PM - 05:15PM,UCC_C5,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,6,TUT,BT03,Mo,04:30PM,05:15PM,Mo 04:30PM - 05:15PM,UCC_C5,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,7,TUT,BT04,Mo,04:30PM,05:15PM,Mo 04:30PM - 05:15PM,UCC_108,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,8,TUT,BT04,Mo,04:30PM,05:15PM,Mo 04:30PM - 05:15PM,UCC_108,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,9,TUT,BT05,Mo,04:30PM,05:15PM,Mo 04:30PM - 05:15PM,LSK_303,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,10,TUT,BT05,Mo,04:30PM,05:15PM,Mo 04:30PM - 05:15PM,LSK_303,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,11,TUT,BT06,Mo,05:30PM,06:15PM,Mo 05:30PM - 06:15PM,LSK_303,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,12,TUT,BT06,Mo,05:30PM,06:15PM,Mo 05:30PM - 06:15PM,LSK_303,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,13,TUT,BT07,Mo,05:30PM,06:15PM,Mo 05:30PM - 06:15PM,LSK_203,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,14,TUT,BT07,Mo,05:30PM,06:15PM,Mo 05:30PM - 06:15PM,LSK_203,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7581,15,TUT,BT08,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Dr. SUN Tongle,2026-08-15T00-47-47+08-00,
2420,7582,1,LEC,A,Th,10:30AM,12:15PM,Th 10:30AM - 12:15PM,UCC_C5,,"9/10, 9/17, 9/24",- Dr. LAU Wan Tung Carolyn,2026-08-15T00-47-47+08-00,
2420,7582,2,LEC,A,Th,10:30AM,12:15PM,Th 10:30AM - 12:15PM,UCC_C5,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Dr. LAU Wan Tung Carolyn,2026-08-15T00-47-47+08-00,
2420,7582,3,TUT,AT01,Th,09:30AM,10:15AM,Th 09:30AM - 10:15AM,UCC_C5,,"9/10, 9/17, 9/24",- Dr. LAU Wan Tung Carolyn,2026-08-15T00-47-47+08-00,
2420,7582,4,TUT,AT01,Th,09:30AM,10:15AM,Th 09:30AM - 10:15AM,UCC_C5,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Dr. LAU Wan Tung Carolyn,2026-08-15T00-47-47+08-00,
